#b 	 momk 	 DP 	 WW 
1.85616	4	0.0153648	0.00566515
1.90035	4	0.00593981	0.00611063
1.94454	4	0.00106561	0.00493931
1.98874	4	-0.000705622	0.00460616
2.03293	4	-0.00120828	0.00355691
2.07713	4	-0.000834707	0.00288121
2.12132	4	-0.000424283	0.00213383
2.16551	4	4.79343e-05	0.00151407
2.20971	4	0.000348655	0.00106995
2.2539	4	0.000500428	0.000668196
2.2981	4	0.000557498	0.000440503
2.34229	4	0.00051096	0.000231715
2.38649	4	0.000449679	0.000134673
2.43068	4	0.000347408	5.07154e-05
2.47487	4	0.000266263	1.83384e-05
2.51907	4	0.000183589	-3.70382e-06
2.56326	4	0.000124851	-9.5045e-06
2.60746	4	7.78574e-05	-9.19141e-06
2.65165	4	4.65092e-05	-7.8552e-06
2.69584	4	2.6442e-05	-3.89663e-06
2.74004	4	1.34686e-05	-2.61865e-06
2.78423	4	7.14879e-06	-5.74886e-07
2.82843	4	3.13937e-06	3.59342e-08
2.87262	4	1.11135e-06	6.5292e-07
2.91682	4	8.27146e-07	8.53456e-07
2.96101	4	1.0309e-06	1.25154e-06
3.0052	4	7.34e-07	9.26941e-07
3.0494	4	7.80914e-07	7.57571e-07
3.09359	4	6.78876e-07	3.54048e-07
3.13779	4	6.56404e-07	3.5733e-07
3.18198	4	6.19926e-07	3.14361e-07
3.22617	4	3.77264e-07	1.65294e-07
3.27037	4	3.83663e-07	8.50233e-08
3.31456	4	1.4863e-07	4.09222e-08
3.35876	4	1.9104e-07	8.29932e-08
3.40295	4	-6.9558e-09	3.17432e-08
3.44715	4	6.71215e-08	4.99583e-08
3.49134	4	-7.04368e-08	9.92122e-09
3.53553	4	-9.13964e-09	1.91563e-08
3.57973	4	-8.65158e-08	1.46287e-09
3.62392	4	-5.21311e-08	3.96558e-09
3.66812	4	-7.35868e-08	-1.24346e-09
3.71231	4	-6.47407e-08	-2.76276e-09
3.7565	4	-5.01021e-08	-1.94081e-09
3.8007	4	-5.90578e-08	-5.98623e-09
3.84489	4	-2.67538e-08	-1.74095e-09
3.88909	4	-4.31788e-08	-6.58249e-09
3.93328	4	-9.19282e-09	-8.13064e-10
3.97748	4	-2.52475e-08	-4.91785e-09
4.02167	4	1.69736e-09	-1.34297e-10
4.06586	4	-8.95286e-09	-2.64817e-09
4.11006	4	6.91869e-09	4.81937e-10
4.15425	4	2.53959e-09	-3.95791e-10
4.19845	4	8.15733e-09	8.03098e-10
4.24264	4	8.59454e-09	1.06498e-09
4.28683	4	7.08402e-09	8.22109e-10
4.33103	4	1.00104e-08	1.62921e-09
4.37522	4	5.06776e-09	6.5145e-10
4.41942	4	8.40199e-09	1.50319e-09
4.46361	4	3.08335e-09	3.99662e-10
4.50781	4	5.76698e-09	1.00537e-09
4.552	4	1.62421e-09	1.61896e-10
4.59619	4	2.91976e-09	4.71227e-10
4.64039	4	5.02121e-10	4.26795e-12
4.68458	4	7.2078e-10	7.18155e-11
4.72878	4	-1.66759e-10	-7.74791e-11
4.77297	4	-5.21401e-10	-1.44153e-10
4.81716	4	-4.3988e-10	-1.00613e-10
4.86136	4	-9.28107e-10	-2.06696e-10
4.90555	4	-4.4106e-10	-8.77588e-11
4.94975	4	-8.05735e-10	-1.76855e-10
4.99394	4	-3.03653e-10	-6.29923e-11
5.03814	4	-4.89101e-10	-1.13147e-10
5.08233	4	-1.55218e-10	-3.62303e-11
5.12652	4	-2.15052e-10	-5.02731e-11
5.17072	4	-5.36231e-11	-1.19485e-11
5.21491	4	-3.9375e-11	-8.72597e-12
5.25911	4	4.92529e-12	1.73664e-12
5.3033	4	4.15302e-11	1.07638e-11
5.3475	4	2.90897e-11	7.35904e-12
5.39169	4	6.36315e-11	1.57979e-11
5.43588	4	3.38132e-11	8.08108e-12
5.48008	4	5.55285e-11	1.3585e-11
5.52427	4	2.73711e-11	6.94269e-12
5.56847	4	3.31231e-11	8.86356e-12
5.61266	4	4.75205e-11	7.06475e-12

